idrelatorio,data,descricao,idutilizador,idalerta
904,2026-05-21 10:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 24.80.,3,904
905,2026-05-21 11:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 70.49.,2,905
906,2026-05-21 11:15:00,Relatório automático do alerta Vermelho. Razões principais: Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista superior a 40 mm na próxima hora. Score de risco: 57.87.,1,906
907,2026-05-21 12:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 68.66.,3,907
908,2026-05-21 12:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 31.82.,2,908
909,2026-05-21 12:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 47.65.,3,909
910,2026-05-21 13:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 71.08.,3,910
911,2026-05-21 13:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 36.08.,3,911
912,2026-05-21 13:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 54.12.,2,912
913,2026-05-21 14:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 67.82.,3,913
914,2026-05-21 14:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 27.87.,3,914
915,2026-05-21 14:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 48.49.,3,915
916,2026-05-21 15:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 69.89.,3,916
917,2026-05-21 15:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 46.07.,2,917
918,2026-05-21 15:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 48.14.,2,918
919,2026-05-21 16:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 33.27.,1,919
920,2026-05-21 16:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 42.26.,1,920
921,2026-05-21 16:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 49.06.,3,921
922,2026-05-21 17:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 34.51.,3,922
923,2026-05-21 17:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 44.71.,3,923
924,2026-05-21 18:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 42.29.,2,924
925,2026-05-21 18:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 27.02.,3,925
926,2026-05-21 19:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 35.75.,2,926
927,2026-05-21 19:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 42.85.,3,927
928,2026-05-21 19:15:00,Relatório automático do alerta Verde. Razões principais: Valores abaixo dos limites iniciais. Score de risco: 20.46.,2,928
929,2026-05-21 20:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 35.59.,1,929
930,2026-05-21 20:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 43.32.,2,930
931,2026-05-21 20:15:00,Relatório automático do alerta Verde. Razões principais: Valores abaixo dos limites iniciais. Score de risco: 23.88.,1,931
932,2026-05-21 21:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 55.18.,2,932
933,2026-05-21 21:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 28.60.,2,933
934,2026-05-21 21:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 33.66.,3,934
935,2026-05-21 22:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 55.64.,1,935
936,2026-05-21 23:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 55.85.,1,936
937,2026-05-21 23:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 31.95.,3,937
938,2026-05-21 23:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 30.16.,1,938
939,2026-05-22 00:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 54.24.,3,939
940,2026-05-22 00:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 33.03.,2,940
941,2026-05-22 00:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 25.09.,1,941
942,2026-05-22 01:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 50.26.,1,942
943,2026-05-22 01:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 40.97.,3,943
944,2026-05-22 02:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 54.27.,1,944
945,2026-05-22 02:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 61.22.,3,945
946,2026-05-22 03:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 38.12.,2,946
947,2026-05-22 03:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 52.30.,2,947
948,2026-05-22 04:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 34.99.,1,948
949,2026-05-22 04:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 58.83.,2,949
950,2026-05-22 04:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 53.31.,3,950
951,2026-05-22 04:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 23.36.,3,951
952,2026-05-22 05:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista superior a 40 mm na próxima hora. Score de risco: 65.23.,1,952
953,2026-05-22 05:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 54.77.,3,953
954,2026-05-22 05:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 70.94.,3,954
955,2026-05-22 06:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 56.63.,1,955
956,2026-05-22 06:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 54.11.,2,956
957,2026-05-22 06:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 68.11.,3,957
958,2026-05-22 07:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 73.68.,2,958
959,2026-05-22 07:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 45.78.,3,959
960,2026-05-22 07:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 68.01.,3,960
961,2026-05-22 08:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 69.30.,3,961
962,2026-05-22 08:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 47.01.,3,962
963,2026-05-22 08:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 43.29.,3,963
964,2026-05-22 09:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 66.15.,2,964
965,2026-05-22 09:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 47.01.,2,965
966,2026-05-22 09:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 44.42.,2,966
967,2026-05-22 10:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 67.50.,1,967
968,2026-05-22 10:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 31.18.,1,968
969,2026-05-22 10:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 48.57.,1,969
970,2026-05-22 11:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 41.85.,3,970
